image_id,image_path,key,scientificName,issues,datasetKey,publishingOrgKey,networkKeys,installationKey,hostingOrganizationKey,publishingCountry,protocol,lastCrawled,lastParsed,crawlId,basisOfRecord,occurrenceStatus,taxonKey,kingdomKey,phylumKey,classKey,orderKey,familyKey,genusKey,acceptedTaxonKey,acceptedScientificName,kingdom,phylum,order,family,genus,taxonRank,taxonomicStatus,dateIdentified,continent,stateProvince,gadm,higherGeography,year,month,day,eventDate,startDayOfYear,endDayOfYear,typeStatus,modified,lastInterpreted,references,license,isSequenced,identifier,facts,relations,institutionKey,collectionKey,isInCluster,datasetName,recordedBy,identifiedBy,preparations,nucleotideSequence,class,countryCode,recordedByIDs,identifiedByIDs,gbifRegion,country,publishedByGbifRegion,rightsHolder,identifier.1,recordNumber,habitat,institutionID,http...unknown.org.crawl_attempt,dynamicProperties,locality,fieldNumber,verbatimLocality,gbifID,language,collectionCode,occurrenceID,type,disposition,catalogNumber,institutionCode,occurrenceRemarks,accessRights,verbatimElevation,collectionID,name,sex,reproductiveCondition,decimalLatitude,decimalLongitude,projectId,speciesKey,species,genericName,specificEpithet,georeferencedBy,datasetID,samplingProtocol,geodeticDatum,acceptedNameUsage,nomenclaturalCode,georeferenceVerificationStatus,verbatimSRS,georeferenceRemarks,materialSampleID,parentNameUsageID,acceptedNameUsageID,ownerInstitutionCode,bibliographicCitation,higherClassification,parentNameUsage,iucnRedListCategory,vernacularName,individualCount,elevation,elevationAccuracy,nomenclaturalStatus,http...unknown.org.dateLastUpdated,taxonID,http...unknown.org.code,http...unknown.org.conceptualSchema,http...unknown.org.maxSearchResponseRecords,municipality,infraspecificEpithet,identificationQualifier,http...unknown.org.omitFromScheduledCrawl,distanceFromCentroidInMeters,fieldNotes,county,locationRemarks,otherCatalogNumbers,verbatimEventDate,island,http...unknown.org.recordID,rights,organismQuantity,organismQuantityType,dataGeneralizations,eventRemarks,http...unknown.org.recordEnteredBy,programmeAcronym,coordinateUncertaintyInMeters,georeferenceSources,http...unknown.org.license,http...unknown.org.rightsHolder,http...unknown.org.CatalogNumberNumeric,coordinatePrecision,taxonConceptID,http...unknown.org.taxonRankID,verbatimCoordinateSystem,http...unknown.org.species,verbatimTaxonRank,image_url,weak_flowering,download_status
HERB_0202,sample_images/HERB_0202.jpg,4601916978,Metrosideros collina (Forst.) A.Gray,"cdc,cdround,gass84,incomis,inmafu",cd6e21c8-9e8a-493a-8a76-fbf7862069e5,061b4f20-f241-11da-a328-b8a03c50a862,17abcf75-2f1e-46dd-bf75-a5b21dd02655,996e30f8-f762-11e1-a439-00145eb45e9a,061b4f20-f241-11da-a328-b8a03c50a862,GB,DWC_ARCHIVE,2026-08-24T12:51:18.333+00:00,2026-08-24T20:50:50.562+00:00,539,PRESERVED_SPECIMEN,PRESENT,3185262,6,7707728,220,690,5014,3185258,3185262,Metrosideros collina (Forst.) A.Gray,Plantae,Tracheophyta,Myrtales,Myrtaceae,Metrosideros,SPECIES,ACCEPTED,NA,OCEANIA,NA,NA,Kab. Maybrat,2019,3,1,2019-03-01T00:00,60,60,NA,2026-01-25T18:17:20.613+00:00,2026-08-24T20:50:50.562+00:00,NA,http://creativecommons.org/licenses/by/4.0/legalcode,FALSE,K001905767,none,none,fa252605-26f6-426c-9892-94d071c2c77f,NA,FALSE,NA,"Lucas, E.J.; Low, Y.W.; Wanma, J.F.; Wader, J.H.; Wambrauw, K.; Nassa, K.; Wuesan, F.F.; Susim, B.",NA,NA,none,Magnoliopsida,ID,none,none,ASIA,Indonesia,EUROPE,NA,K001905767,EL 1254,NA,NA,539,NA,NA,NA,NA,4601916978,NA,Herbarium,http://specimens.kew.org/herbarium/K001905767,NA,NA,K001905767,K,NA,NA,NA,NA,Metrosideros collina (Forst.) A.Gray,NA,NA,-1.250833,132.164444,NA,3185262,Metrosideros collina,Metrosideros,collina,NA,NA,NA,WGS84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Myrtaceae,NA,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Kab. Maybrat,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://d2jcv3kl45hlgi.cloudfront.net/a6bef903db2ef2aa444236ed86144983.jpg,FALSE,ok
HERB_0203,sample_images/HERB_0203.jpg,5130191500,"Uvaria clementis (Merr.) Attanayake, I.M.Turner & R.M.K.Saunde","incomis,inmafu",cd6e21c8-9e8a-493a-8a76-fbf7862069e5,061b4f20-f241-11da-a328-b8a03c50a862,17abcf75-2f1e-46dd-bf75-a5b21dd02655,996e30f8-f762-11e1-a439-00145eb45e9a,061b4f20-f241-11da-a328-b8a03c50a862,GB,DWC_ARCHIVE,2026-08-24T12:51:18.333+00:00,2026-08-24T20:51:56.975+00:00,539,PRESERVED_SPECIMEN,PRESENT,6308629,6,7707728,220,718,9291,3154216,6308629,"Uvaria clementis (Merr.) Attanayake, I.M.Turner & R.M.K.Saunde",Plantae,Tracheophyta,Magnoliales,Annonaceae,Uvaria,SPECIES,ACCEPTED,NA,ASIA,NA,none,NA,2020,2,21,2020-02-21T00:00,52,52,NA,2025-11-10T06:53:41.367+00:00,2026-08-24T20:51:56.975+00:00,NA,http://creativecommons.org/licenses/by/4.0/legalcode,FALSE,K003528196,none,none,fa252605-26f6-426c-9892-94d071c2c77f,NA,FALSE,NA,"Lau, J.",NA,NA,none,Magnoliopsida,SG,none,none,ASIA,Singapore,EUROPE,NA,K003528196,SING2020-165,NA,NA,539,NA,"SBG, SBG rainforest",NA,NA,5130191500,NA,Herbarium,http://specimens.kew.org/herbarium/K003528196,NA,NA,K003528196,K,NA,NA,NA,NA,"Uvaria clementis (Merr.) Attanayake, I.M.Turner & R.M.K.Saunde",NA,NA,NA,NA,NA,6308629,Uvaria clementis,Uvaria,clementis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Annonaceae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://d2jcv3kl45hlgi.cloudfront.net/88629e3c41364f65d2210730e3cdf457.jpg,FALSE,ok
HERB_0204,sample_images/HERB_0204.jpg,2514978032,Harpullia arborea (Blanco) Radlk.,,15f819bd-6612-4447-854b-14d12ee1022d,396d5f30-dea9-11db-8ab4-b8a03c50a862,17abcf75-2f1e-46dd-bf75-a5b21dd02655,65eb93af-41b8-4917-a5fc-cfe2a45aa4bf,396d5f30-dea9-11db-8ab4-b8a03c50a862,NL,DWC_ARCHIVE,2026-06-29T11:53:09.940+00:00,2026-08-24T20:54:17.136+00:00,286,PRESERVED_SPECIMEN,PRESENT,3190016,6,7707728,220,933,6657,3190015,3190016,Harpullia arborea (Blanco) Radlk.,Plantae,Tracheophyta,Sapindales,Sapindaceae,Harpullia,SPECIES,ACCEPTED,NA,ASIA,Dili,NA,NA,2015,5,17,2015-05-17,137,137,NA,NA,2026-08-24T20:54:17.136+00:00,NA,http://creativecommons.org/publicdomain/zero/1.0/legalcode,FALSE,L.3978170@BRAHMS,none,none,0e919a55-08d3-4bd2-aec1-200858fafd92,0add23db-a8f7-4d15-95ad-4ed0c5c8a055,TRUE,NA,Cowie ID; Santana F,NA,NA,none,Magnoliopsida,TL,none,none,ASIA,Timor-Leste,EUROPE,Naturalis Biodiversity Center,L.3978170@BRAHMS,"Cowie, ID; Santana, F 14047",In semideciduous or monsoon forest; upper hillside; limestone rubble.,https://ror.org/0566bfb96,286,NA,C. 2.5 km SE Adara at Daduk Naha.,NA,NA,2514978032,NA,Botany,https://data.biodiversitydata.nl/naturalis/specimen/L.3978170,NA,NA,L.3978170,NA,NA,NA,530.0 m,NA,Harpullia arborea (Blanco) Radlk.,NA,NA,-8.20917,125.58194,NA,3190016,Harpullia arborea,Harpullia,arborea,NA,NA,NA,WGS84,NA,ICN,NA,NA,NA,NA,NA,NA,NA,NA,Plantae|Sapindales|Sapindaceae,NA,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,true,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://medialib.naturalis.nl/file/id/L.3978170/format/large,FALSE,ok
HERB_0205,sample_images/HERB_0205.jpg,6196926495,Gmelina asiatica L.,"colmafu,inmafu",1cbed1d0-f9ac-4b9e-bf3f-a26272bca39e,4fd82480-ea1c-11da-8db4-b8a03c50a862,NA,82d6992a-b20b-4e74-b6ac-6b971b2c485d,4fd82480-ea1c-11da-8db4-b8a03c50a862,JP,EML,2026-07-10T16:35:10.312+00:00,2026-07-18T17:50:21.810+00:00,222,PRESERVED_SPECIMEN,PRESENT,5341168,6,7707728,220,408,2497,2925650,5341168,Gmelina asiatica L.,Plantae,Tracheophyta,Lamiales,Lamiaceae,Gmelina,SPECIES,ACCEPTED,NA,ASIA,Kien Giang,NA,Asia|Vietnam|Kien Giang|Kien Luong Dist.|Binh An,2024,5,25,2024-05-25,146,146,NA,2025-10-16T00:00:00.000+00:00,2026-07-18T17:50:21.810+00:00,https://www.museum.kagoshima-u.ac.jp/hyouhonsitu.html,http://creativecommons.org/licenses/by/4.0/legalcode,FALSE,a579326d-727f-44c6-9cf0-ee83b010bfd8,none,none,7b6590f0-c03f-409b-ae28-f443c1166d23,e9e6df05-e289-4a64-8ace-a4d5dbd168e4,FALSE,NA,NA,NA,NA,none,Magnoliopsida,VN,none,none,ASIA,Viet Nam,ASIA,NA,a579326d-727f-44c6-9cf0-ee83b010bfd8,N558,NA,NA,232,NA,Binh An,NA,"Vietnam, Kien Giang, Kien Luong Dist., Binh An",6196926495,NA,KAG,a579326d-727f-44c6-9cf0-ee83b010bfd8,NA,NA,KAG188661,KAG,NA,NA,NA,NA,Gmelina asiatica L.,NA,NA,10.15577,104.60976,NA,5341168,Gmelina asiatica,Gmelina,asiatica,NA,NA,NA,WGS84,NA,NA,NA,NA,obtained using GPS machine,NA,NA,NA,NA,NA,Plantae|Tracheophyta|Magnoliopsida|Lamiales|Lamiaceae|Gmelina|asiatica,NA,LC,NA,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Kien Luong Dist.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://dbs.kaum.kagoshima-u.ac.jp/musedb/s_plant/picture/KAG188661/KAG188661.jpg,FALSE,ok
HERB_0206,sample_images/HERB_0206.jpg,4866496790,Hiptage calcicola Sirirugsa,"cdc,cdround,gass84,incomis,inmafu",cd6e21c8-9e8a-493a-8a76-fbf7862069e5,061b4f20-f241-11da-a328-b8a03c50a862,17abcf75-2f1e-46dd-bf75-a5b21dd02655,996e30f8-f762-11e1-a439-00145eb45e9a,061b4f20-f241-11da-a328-b8a03c50a862,GB,DWC_ARCHIVE,2026-08-24T12:51:18.333+00:00,2026-08-24T20:50:56.953+00:00,539,PRESERVED_SPECIMEN,PRESENT,3985689,6,7707728,220,1414,6676,3000872,3985689,Hiptage calcicola Sirirugsa,Plantae,Tracheophyta,Malpighiales,Malpighiaceae,Hiptage,SPECIES,ACCEPTED,NA,ASIA,NA,NA,Kaeng Krachan,2022,1,16,2022-01-16T00:00,16,16,NA,2026-07-21T11:56:09.480+00:00,2026-08-24T20:50:56.953+00:00,NA,http://creativecommons.org/licenses/by/4.0/legalcode,FALSE,K001930456,none,none,fa252605-26f6-426c-9892-94d071c2c77f,NA,FALSE,NA,"Pooma, R.; Karaket, P.; Pattharahirantricin, N.; Poopath, M.",NA,NA,none,Magnoliopsida,TH,none,none,ASIA,Thailand,EUROPE,NA,K001930456,8062,NA,NA,539,NA,Summit of Khao Praka-rang,NA,NA,4866496790,NA,Herbarium,http://specimens.kew.org/herbarium/K001930456,NA,NA,K001930456,K,NA,NA,NA,NA,Hiptage calcicola Sirirugsa,NA,NA,12.779167,99.4725,NA,3985689,Hiptage calcicola,Hiptage,calcicola,NA,NA,NA,WGS84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Malpighiaceae,NA,NA,NA,NA,400,NA,NA,NA,NA,NA,NA,NA,Kaeng Krachan,NA,NA,NA,NA,NA,NA,NA,NA,16 January 2022,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://d2jcv3kl45hlgi.cloudfront.net/55f8a4c09b40e0ebb2a4b40b0cb83ea4.jpg,FALSE,ok
HERB_0207,sample_images/HERB_0207.jpg,5895917427,Begonia baviensis Gagnep.,"cdc,cdround,colmafu,inmafu",902c8fe7-8f38-45b0-854e-c324fed36303,f5fc4e61-b7a0-414b-ab68-b41cb23e7fdc,NA,91d2f516-bdfa-458f-bad1-66717101b49f,f5fc4e61-b7a0-414b-ab68-b41cb23e7fdc,RU,EML,2026-08-21T18:06:57.852+00:00,2026-08-21T18:14:20.548+00:00,610,PRESERVED_SPECIMEN,PRESENT,4158099,6,7707728,220,7224005,6638,2874710,4158099,Begonia baviensis Gagnep.,Plantae,Tracheophyta,Cucurbitales,Begoniaceae,Begonia,SPECIES,ACCEPTED,NA,ASIA,NA,NA,South Asia|South Asia (Asia outside ex-Soviet states and Mongolia)|Vietnam,2024,3,18,2024-03-18,78,78,NA,2025-12-18T11:15:51.000+00:00,2026-08-21T18:14:20.548+00:00,https://plant.depo.msu.ru/open/public/item/MW1048828,http://creativecommons.org/licenses/by/4.0/legalcode,FALSE,MW1048828,none,none,df27e63f-82b2-464e-9286-a96163c961c9,acf523b0-8c81-4813-a85d-2361a8b487d4,FALSE,Moscow Digital Herbarium,Nguyen H.C.,NA,herbarium specimen,none,Magnoliopsida,VN,none,none,ASIA,Viet Nam,EUROPE,Moscow State University,MW1048828,NA,NA,http://grbio.org/institution/moscow-state-university,610,NA,NA,NA,NA,5895917427,en | ru,MW,MW1048828,Physical Object,in collection,MW1048828,Moscow State University,NA,use under CC-BY 4.0,NA,urn:lsid:biocol.org:col:15550,Begonia baviensis Gagnep.,NA,NA,21.757778,104.573889,https://rscf.ru/en/project/21-77-20042/,4158099,Begonia baviensis,Begonia,baviensis,Kollektor,urn:lsid:biocol.org:col:15550:01,common practice of herbarium collecting,WGS84,Begonia baviensis Gagnep.,"International Code of Nomenclature for algae, fungi, and plants",manual verification,WGS84,no label data,MW1048828,73488654,125224714,MSU,"Seregin A. P. (Ed.). 2026. Specimen MW1048828 from the collection ""Moscow University Herbarium"" // Depository of Live Systems (branch ""Plants""): Electronic resource. – Moscow State University, Moscow. – Available at: https://plant.depo.mitotech.ru/open/public/item/MW1048828 (indicate access date).",Plantae | Tracheophyta | Magnoliopsida | Cucurbitales | Begoniaceae | Begonia,Begonia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://plant.depo.msu.ru/open/public/item/MW1048828/img/0.jpg?gbif,FALSE,ok
HERB_0208,sample_images/HERB_0208.jpg,2430565394,Schefflera pauciflora R.Vig.,,b5cdf794-8fa4-4a85-8b26-755d087bf531,2cd829bb-b713-433d-99cf-64bef11e5b3e,17abcf75-2f1e-46dd-bf75-a5b21dd02655,86c2834b-fcd6-418d-9b32-aca45110a0fe,2cd829bb-b713-433d-99cf-64bef11e5b3e,FR,EML,2026-08-13T15:27:43.858+00:00,2026-08-24T16:47:14.154+00:00,606,PRESERVED_SPECIMEN,PRESENT,3038657,6,7707728,220,1351,8800,7314503,11022070,Heptapleurum pauciflorum (R.Vig.) Y.F.Deng,Plantae,Tracheophyta,Apiales,Araliaceae,Heptapleurum,SPECIES,SYNONYM,NA,ASIA,mondulkiri,none,NA,2019,2,2,2019-02-02,33,33,NA,2020-01-14T18:34:05.000+00:00,2026-08-24T16:47:14.154+00:00,NA,http://creativecommons.org/licenses/by/4.0/legalcode,FALSE,http://coldb.mnhn.fr/catalognumber/mnhn/p/p00915896,none,none,6a6ac6c5-1b8a-48db-91a2-f8661274ff80,bc3d39fd-a7d4-4763-b951-2bdeddd8a5d2,FALSE,NA,"Hul, S.|Eum, S.|Peou, Y.",Hul,hb,none,Magnoliopsida,KH,none,none,ASIA,Cambodia,EUROPE,NA,http://coldb.mnhn.fr/catalognumber/mnhn/p/p00915896,NA,NA,http://grbio.org/institution/museum-national-dhistoire-naturelle,654,NA,NA,7022,NA,2430565394,NA,P,http://coldb.mnhn.fr/catalognumber/mnhn/p/p00915896,NA,NA,P00915896,MNHN,NA,NA,NA,NA,Schefflera pauciflora R.Vig.,NA,NA,NA,NA,NA,11022070,Heptapleurum pauciflorum,Schefflera,pauciflora,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"""Arbre de 10-15 m. Feuilles composées-palmées; folioles 4-6, ovales, ovales-elliptiques ou obovales, acuminées au sommet ; pétiole long de 9-14 cm, pétiolule long de 1,5-5 cm.""",Pich chréada,Bou sra,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://mediaphoto.mnhn.fr/media/1579023245600NLSyJQR7FefDkAMY,FALSE,error
HERB_0209,sample_images/HERB_0209.jpg,2430565434,Clerodendrum cochinchinense Dop,,b5cdf794-8fa4-4a85-8b26-755d087bf531,2cd829bb-b713-433d-99cf-64bef11e5b3e,17abcf75-2f1e-46dd-bf75-a5b21dd02655,86c2834b-fcd6-418d-9b32-aca45110a0fe,2cd829bb-b713-433d-99cf-64bef11e5b3e,FR,EML,2026-08-13T15:27:43.858+00:00,2026-08-24T16:46:32.835+00:00,606,PRESERVED_SPECIMEN,PRESENT,3894365,6,7707728,220,408,2497,2925347,3894365,Clerodendrum cochinchinense Dop,Plantae,Tracheophyta,Lamiales,Lamiaceae,Clerodendrum,SPECIES,ACCEPTED,NA,ASIA,mondulkiri,none,NA,2019,2,1,2019-02-01,32,32,NA,2020-01-14T18:34:04.000+00:00,2026-08-24T16:46:32.835+00:00,NA,http://creativecommons.org/licenses/by/4.0/legalcode,FALSE,http://coldb.mnhn.fr/catalognumber/mnhn/p/p00915890,none,none,6a6ac6c5-1b8a-48db-91a2-f8661274ff80,bc3d39fd-a7d4-4763-b951-2bdeddd8a5d2,FALSE,NA,"Hul, S.|Eum, S.|Peou, Y.",Hul,hb,none,Magnoliopsida,KH,none,none,ASIA,Cambodia,EUROPE,NA,http://coldb.mnhn.fr/catalognumber/mnhn/p/p00915890,NA,NA,http://grbio.org/institution/museum-national-dhistoire-naturelle,654,NA,NA,7014,NA,2430565434,NA,P,http://coldb.mnhn.fr/catalognumber/mnhn/p/p00915890,NA,NA,P00915890,MNHN,NA,NA,NA,NA,Clerodendrum cochinchinense Dop,NA,NA,NA,NA,NA,3894365,Clerodendrum cochinchinense,Clerodendrum,cochinchinense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"""Arbrisseau de 1,5-2 m de haut. Feuilles ovales-elliptiques ou elliptiques-oblongues, plus ou moins tronquées à la base, longuement acuminées ou caudées au sommet. Inflorescences en panicules terminales ; fleurs sans bractées ; calice rose ou rouge ; corolle blanche. Baies noires""",kéo Seima,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://mediaphoto.mnhn.fr/media/1579023244116B3GgtXyVWLtREtvX,TRUE,error
HERB_0210,sample_images/HERB_0210.jpg,5106374631,Justicia andrographioides C.B.Clarke,,bf2a4bf0-5f31-11de-b67e-b8a03c50a862,98e934b0-5f31-11de-b67e-b8a03c50a862,"8e30b684-6a54-4aba-aa73-66201c2c736e,17abcf75-2f1e-46dd-bf75-a5b21dd02655",f6fe707e-cced-4efc-b5dc-be4c91b8180a,98e934b0-5f31-11de-b67e-b8a03c50a862,GB,DWC_ARCHIVE,2026-08-13T16:38:58.088+00:00,2026-08-24T20:20:17.495+00:00,445,PRESERVED_SPECIMEN,PRESENT,3772743,6,7707728,220,408,2393,2904597,3772743,Justicia andrographioides C.B.Clarke,Plantae,Tracheophyta,Lamiales,Acanthaceae,Justicia,SPECIES,ACCEPTED,NA,ASIA,Sagaing,none,Myanmar (Burma),2019,3,18,2019-03-18,77,77,NA,2025-04-22T13:01:41.000+00:00,2026-08-24T20:20:17.495+00:00,NA,http://creativecommons.org/publicdomain/zero/1.0/legalcode,FALSE,https://data.rbge.org.uk/herb/E01542004,none,none,0237598a-853a-492c-af74-a723fe251799,427c8cd7-4358-4a00-9ef3-2b2676d28d1e,FALSE,Edinburgh (E) Herbarium Specimens,"Armstrong, Kathleen Ellen, Nwe, Thet Yu, Kramer, Marshall, Linn, Wah Wah, Khaing, Myo, Myint, Thar, Pyae, Phoe La, Kyi, Aung, Nyo, Kyi, Myint, Han Sein, Nge, Maung & Oo, Myint",NA,HERBARIUM SHEET,none,Magnoliopsida,MM,none,none,ASIA,Myanmar,EUROPE,NA,https://data.rbge.org.uk/herb/E01542004,4498,Growing in primary forest.,https://scientific-collections.gbif.org/institution/0237598a-853a-492c-af74-a723fe251799,445,NA,"Htamanthi Wildlife Sanctuary. Nam Phi Lin stream, downstream from camp 1",NA,NA,5106374631,NA,E,https://data.rbge.org.uk/herb/E01542004,PhysicalObject,NA,E01542004,RBGE,NA,NA,NA,https://scientific-collections.gbif.org/collection/427c8cd7-4358-4a00-9ef3-2b2676d28d1e,Justicia andrographioides C.B.Clarke,NA,NA,NA,NA,NA,3772743,Justicia andrographioides,Justicia,andrographioides,NA,NA,NA,NA,NA,ICBN,NA,NA,NA,NA,NA,NA,E,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Hkamti,NA,NA,18th March 2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CC0,Royal Botanic Garden Edinburgh,1734021,NA,NA,NA,NA,NA,NA,https://iiif.rbge.org.uk/herb/iiif/E01542004/manifest,FALSE,not_image
HERB_0211,sample_images/HERB_0211.jpg,2515067664,Phaseolus lunatus L.,,15f819bd-6612-4447-854b-14d12ee1022d,396d5f30-dea9-11db-8ab4-b8a03c50a862,17abcf75-2f1e-46dd-bf75-a5b21dd02655,65eb93af-41b8-4917-a5fc-cfe2a45aa4bf,396d5f30-dea9-11db-8ab4-b8a03c50a862,NL,DWC_ARCHIVE,2026-06-29T11:53:09.940+00:00,2026-08-24T20:54:18.822+00:00,286,PRESERVED_SPECIMEN,PRESENT,5350438,6,7707728,220,1370,5386,2947798,5350438,Phaseolus lunatus L.,Plantae,Tracheophyta,Fabales,Fabaceae,Phaseolus,SPECIES,ACCEPTED,NA,ASIA,Dili,NA,NA,2015,5,13,2015-05-13,133,133,NA,NA,2026-08-24T20:54:18.822+00:00,NA,http://creativecommons.org/publicdomain/zero/1.0/legalcode,FALSE,L.3978176@BRAHMS,none,none,0e919a55-08d3-4bd2-aec1-200858fafd92,0add23db-a8f7-4d15-95ad-4ed0c5c8a055,TRUE,NA,Cowie ID; Santana F,NA,NA,none,Magnoliopsida,TL,none,none,ASIA,Timor-Leste,EUROPE,Naturalis Biodiversity Center,L.3978176@BRAHMS,"Cowie, ID; Santana, F 13823",In remnant forest and mixed species garden.,https://ror.org/0566bfb96,286,NA,SE side of Mt Manucoco ridge.,NA,NA,2515067664,NA,Botany,https://data.biodiversitydata.nl/naturalis/specimen/L.3978176,NA,NA,L.3978176,NA,NA,NA,500.0 m,NA,Phaseolus lunatus L.,NA,NA,-8.27278,125.58222,NA,5350438,Phaseolus lunatus,Phaseolus,lunatus,NA,NA,NA,WGS84,NA,ICN,NA,NA,NA,NA,NA,NA,NA,NA,Plantae|Fabales|Fabaceae,NA,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,true,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://medialib.naturalis.nl/file/id/L.3978176/format/large,FALSE,ok
HERB_0212,sample_images/HERB_0212.jpg,5207106335,Ficus septica Burm.fil.,,15f819bd-6612-4447-854b-14d12ee1022d,396d5f30-dea9-11db-8ab4-b8a03c50a862,17abcf75-2f1e-46dd-bf75-a5b21dd02655,65eb93af-41b8-4917-a5fc-cfe2a45aa4bf,396d5f30-dea9-11db-8ab4-b8a03c50a862,NL,DWC_ARCHIVE,2026-06-29T11:53:09.940+00:00,2026-08-24T20:55:15.693+00:00,286,PRESERVED_SPECIMEN,PRESENT,7852448,6,7707728,220,691,6640,2984588,7852448,Ficus septica Burm.fil.,Plantae,Tracheophyta,Rosales,Moraceae,Ficus,SPECIES,ACCEPTED,2022-05-01T00:00:00,ASIA,NA,none,NA,2021,1,25,2021-01-25,25,25,NA,NA,2026-08-24T20:55:15.693+00:00,NA,http://creativecommons.org/publicdomain/zero/1.0/legalcode,FALSE,L.4578463@BRAHMS,none,none,0e919a55-08d3-4bd2-aec1-200858fafd92,0add23db-a8f7-4d15-95ad-4ed0c5c8a055,FALSE,NA,Cunha T,Welzen PC van,NA,none,Magnoliopsida,TL,none,none,ASIA,Timor-Leste,EUROPE,Naturalis Biodiversity Center,L.4578463@BRAHMS,"Cunha, T 390",NA,https://ror.org/0566bfb96,286,NA,"Makadade, Makili.",NA,NA,5207106335,NA,Botany,https://data.biodiversitydata.nl/naturalis/specimen/L.4578463,NA,NA,L.4578463,NA,NA,NA,NA,NA,Ficus septica Burm.fil.,NA,NA,-8.44278,125.92222,NA,7852448,Ficus septica,Ficus,septica,NA,NA,NA,WGS84,NA,ICN,NA,NA,NA,NA,NA,NA,NA,NA,Plantae|Rosales|Moraceae,NA,LC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,true,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://medialib.naturalis.nl/file/id/L.4578463/format/large,FALSE,ok
